Issue Type,Summary,Description,Epic Name,Epic Link,Labels,Priority,Requirement ID,Phase,Acceptance Criteria,Component
Story,"IAM-011: Support session timeout, re-authentication and concurrent-session policy","h2. Normative
The platform shall support session timeout, re-authentication and concurrent-session policy.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-011
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-011",High,IAM-011,0,Given synthetic fixtures for tenant A; when exercising `IAM-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-012: Support IP/network restrictions for administrative access,"h2. Normative
The platform shall support IP/network restrictions for administrative access.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-012`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-012
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-012",High,IAM-012,0,Given synthetic fixtures for tenant A; when exercising `IAM-012`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-013: Support emergency break-glass accounts with enhanced auditing,"h2. Normative
The platform shall support emergency break-glass accounts with enhanced auditing.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-013`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-013
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-013",High,IAM-013,0,Given synthetic fixtures for tenant A; when exercising `IAM-013`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-014: Support dual authorization for focused evidence collection and highly sensitive evidence reveal,"h2. Normative
The platform shall support dual authorization for focused evidence collection and highly sensitive evidence reveal.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-014`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-014
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-014",High,IAM-014,0,Given synthetic fixtures for tenant A; when exercising `IAM-014`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,"IAM-015: Support delegated administration by tenant, business unit, department and geography","h2. Normative
The platform shall support delegated administration by tenant, business unit, department and geography.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-015`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-015
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-015",High,IAM-015,0,Given synthetic fixtures for tenant A; when exercising `IAM-015`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-016: Support investigator access limited to assigned cases and subjects,"h2. Normative
The platform shall support investigator access limited to assigned cases and subjects.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-016`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-016
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-016",High,IAM-016,0,Given synthetic fixtures for tenant A; when exercising `IAM-016`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-017: Support auditor/read-only roles that cannot change policies or monitoring scope,"h2. Normative
The platform shall support auditor/read-only roles that cannot change policies or monitoring scope.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-017`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-017
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-017",High,IAM-017,0,Given synthetic fixtures for tenant A; when exercising `IAM-017`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-018: Support purpose-of-access declaration before viewing restricted employee content,"h2. Normative
The platform shall support purpose-of-access declaration before viewing restricted employee content.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-018`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-018
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-018",High,IAM-018,0,Given synthetic fixtures for tenant A; when exercising `IAM-018`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,"IAM-019: Log authentication, authorization decisions, evidence views, downloads and exports","h2. Normative
The platform shall log authentication, authorization decisions, evidence views, downloads and exports.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-019`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-019
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-019",High,IAM-019,0,Given synthetic fixtures for tenant A; when exercising `IAM-019`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,IAM-020: Provide periodic access-review reports and stale-privilege detection,"h2. Normative
The platform shall provide periodic access-review reports and stale-privilege detection.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `IAM-020`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: IAM-020
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-02
",,EPIC-P0-02,"phase-0,visibility,security,req-id,must,iam-020",High,IAM-020,0,Given synthetic fixtures for tenant A; when exercising `IAM-020`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,IAM
Story,DATA-001: Normalized event envelope,"h2. Normative
All telemetry shall use a versioned normalized event envelope containing event ID, tenant, event type/schema version, event and ingest time, user/identity, device/agent, source, policy context, classification, correlation IDs, provenance and typed payload.

h2. Acceptance (v1.2)
Every ingested event validates against registered envelope schema version; invalid rejected with stable error code.

h2. Traceability
* Requirement: DATA-001
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-03
",,EPIC-P0-03,"phase-0,visibility,data-plane,req-id,must,data-001",Highest,DATA-001,0,Every ingested event validates against registered envelope schema version; invalid rejected with stable error code.,DATA
Story,DATA-002: Use globally unique immutable event identifiers and deterministic deduplication keys,"h2. Normative
The platform shall use globally unique immutable event identifiers and deterministic deduplication keys.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `DATA-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: DATA-002
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-03
",,EPIC-P0-03,"phase-0,visibility,data-plane,req-id,must,data-002",High,DATA-002,0,Given synthetic fixtures for tenant A; when exercising `DATA-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,DATA
Story,DATA-003: Preserve source event identifiers where available for reconciliation,"h2. Normative
The platform shall preserve source event identifiers where available for reconciliation.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `DATA-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: DATA-003
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-03
",,EPIC-P0-03,"phase-0,visibility,data-plane,req-id,must,data-003",High,DATA-003,0,Given synthetic fixtures for tenant A; when exercising `DATA-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,DATA
